GENESIS-Tabelle: Temporär
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2014;14511;Chemnitz, kreisfreie Stadt;3195;3117;3856;4381;2486;1706;6324;9979;8758;7412;7035;8244;8752;7769;8684;14626;12483;3056;2849;3470;4249;2344;1506;5812;8614;7718;5847;5831;7914;8880;8240;9906;17611;20867
31.12.2014;14521;Erzgebirgskreis;4163;4396;5978;7267;4075;2360;6022;9561;10517;10180;11160;12486;14379;14272;16344;20215;17609;4051;4252;5662;6985;3975;2078;4865;8103;9308;8998;9600;11779;14358;14778;16841;22787;30178
31.12.2014;14522;Mittelsachsen, Landkreis;3834;3943;5114;6413;3660;2086;6166;9783;9476;9152;9668;12143;13566;12489;12678;18010;16479;3681;3751;4862;6151;3409;1761;4860;7888;8069;7839;8476;11279;13132;12625;13065;20307;26896
31.12.2014;14523;Vogtlandkreis;2546;2683;3713;4660;2675;1488;3842;6354;6744;6386;7239;8849;9997;9383;9447;14275;12394;2480;2511;3344;4330;2508;1323;3376;5640;5901;5579;6512;8500;9886;9712;10330;16878;20905
31.12.2014;14524;Zwickau, Landkreis;3878;3921;5049;6410;3668;2110;5940;9454;9568;8774;10057;12462;14158;12760;12885;19551;17063;3606;3617;4828;6259;3479;1884;5340;8243;8528;7974;8981;11846;13755;12887;14085;22915;29202
31.12.2014;14612;Dresden, kreisfreie Stadt;9255;8205;9539;10169;5270;4382;18960;27769;24005;18703;16361;18337;17641;14354;13737;24820;23646;8719;7983;9219;9703;5158;4309;17658;24411;20540;17541;14661;16301;17197;14660;15995;30540;36560
31.12.2014;14625;Bautzen, Landkreis;3924;4063;5335;6605;3741;1926;4841;8530;9183;9272;9632;11834;14291;12892;12040;16956;16014;3757;3875;5077;6306;3502;1688;4079;7377;7985;8018;8445;11139;13864;12806;12155;19448;25970
31.12.2014;14626;Görlitz, Landkreis;3011;3221;4280;5182;3049;1705;4303;7052;7284;6899;7541;9735;11820;11025;10662;15674;14537;2968;2991;4062;5075;2958;1687;3771;6219;6243;6085;6777;9411;11508;10667;10912;18115;23759
31.12.2014;14627;Meißen, Landkreis;3141;3321;4276;5441;2872;1579;3879;6693;7429;7342;7763;9745;11207;9694;9328;13372;12674;2962;2941;4097;5144;2725;1383;3352;5953;6530;6463;6957;8999;10732;9753;9520;15941;20537
31.12.2014;14628;Sächsische Schweiz-Osterzgebirge, Landkreis;3335;3308;4393;5525;3011;1629;3990;6854;7212;7459;7930;9692;10955;9396;9442;14339;12825;3018;3197;4157;5187;2819;1428;3460;6141;6609;6779;7076;9003;10341;9314;9781;16286;20063
31.12.2014;14713;Leipzig, kreisfreie Stadt;9065;8051;9407;9918;5100;3608;16370;26914;25515;20066;17069;18912;18632;14891;14478;24510;22377;8570;7073;8269;9247;4999;4190;19091;27769;22933;17465;14444;16703;17777;16027;16508;30827;37704
31.12.2014;14729;Leipzig, Landkreis;3115;3356;4508;5505;3034;1683;4160;6740;7293;7483;8284;11018;12333;10618;10222;14486;12342;2887;3148;4255;5252;2978;1487;3552;6137;6751;7086;7766;10371;11708;10697;10357;16834;20201
31.12.2014;14730;Nordsachsen, Landkreis;2353;2436;3284;4229;2362;1263;3428;5610;6141;5821;6318;8271;9570;8670;7911;10347;9457;2216;2279;3098;4017;2141;1155;2740;4845;5398;5079;5684;7858;9216;8306;7996;11918;15625
31.12.2014;15001;Dessau-Roßlau, kreisfreie Stadt;878;920;1177;1490;820;474;1499;2489;2404;2162;2261;3136;3649;3315;3160;5478;4871;822;856;1092;1327;787;463;1526;2266;2050;1888;2179;3046;3663;3264;3614;6466;7569
31.12.2014;15002;Halle (Saale), kreisfreie Stadt;3225;2957;3628;4257;2232;1807;7569;9880;8880;7081;7102;8121;8184;7006;7050;12431;9951;2998;3058;3730;4218;2272;2197;8770;9781;7920;6100;6234;7445;7998;7557;8446;15421;16964
31.12.2014;15003;Magdeburg, kreisfreie Stadt;3243;2986;3753;4116;2378;1856;7779;10599;9007;7078;6667;8333;8744;7492;7233;11959;10273;3030;2695;3278;3870;2123;1837;7423;9456;7545;5963;5983;7728;8790;7933;8370;15309;17476
31.12.2014;15081;Altmarkkreis Salzwedel;1074;1098;1509;1845;1181;636;1607;2704;2776;2472;2647;3664;4428;3916;3306;4228;3875;1007;1036;1389;1720;1057;594;1352;2218;2298;2097;2351;3550;4149;3781;3280;4770;6456
31.12.2014;15082;Anhalt-Bitterfeld, Landkreis;1793;1811;2344;3136;1838;1111;3208;4847;5140;4560;5194;6556;7653;7234;6816;9536;8027;1688;1701;2346;2971;1758;923;2659;4148;4094;3874;4554;6506;7737;7369;6979;11209;13756
31.12.2014;15083;Börde, Landkreis;2126;2132;3044;3642;2146;1176;3211;5085;5459;5291;5854;7531;8592;7719;7090;8912;7095;2079;2057;2758;3394;2003;1012;2623;4516;5028;4499;5343;7061;8268;7650;6851;9619;11964
31.12.2014;15084;Burgenlandkreis;2084;2052;2756;3607;2059;1081;3395;5457;5683;5175;5658;7719;8607;8037;7375;10566;9444;1927;1872;2615;3317;1879;968;2667;4695;4733;4242;4889;7057;8345;8048;7538;12200;16308
31.12.2014;15085;Harz, Landkreis;2464;2408;3437;4429;2597;1445;4103;6486;6362;5819;6728;8827;10276;9111;8784;13174;10729;2299;2330;3184;4117;2356;1283;3446;5403;5849;5272;6155;8588;10065;9253;9332;15187;18320
31.12.2014;15086;Jerichower Land, Landkreis;1041;1017;1418;1883;1123;606;1577;2615;2683;2669;2869;3888;4840;4233;3755;4945;4280;1043;1061;1383;1720;1001;521;1286;2162;2308;2355;2608;3683;4414;4070;3609;5556;7137
31.12.2014;15087;Mansfeld-Südharz, Landkreis;1509;1504;2065;2719;1658;944;2419;3858;4027;3747;4335;5539;6681;6358;6101;8869;7558;1427;1473;1993;2530;1402;733;2037;3293;3447;3279;3952;5345;6598;6162;6207;10077;12208
31.12.2014;15088;Saalekreis;2101;2317;3080;3863;2124;1249;3532;5285;5660;5582;6150;7777;8741;7959;7675;10726;8238;2148;2207;2863;3537;2089;1077;2736;4669;5056;4809;5712;7513;8663;8100;7989;11885;13398
31.12.2014;15089;Salzlandkreis;2183;2140;2993;3757;2251;1327;3662;5740;5668;5229;6195;8127;9188;8223;7885;11702;9602;2111;2073;2829;3589;2086;1139;3189;5037;5087;4552;5365;7761;9160;8434;8087;13751;16628
31.12.2014;15090;Stendal, Landkreis;1300;1457;1799;2347;1362;783;2155;3425;3389;3015;3402;4871;5865;5219;4648;6173;5266;1286;1315;1732;2285;1486;740;2045;3125;2839;2589;3231;4649;5645;5173;4570;6898;8584
31.12.2014;15091;Wittenberg, Landkreis;1347;1457;1869;2641;1441;827;2341;3672;3597;3317;4003;5335;6182;5624;5397;7514;6577;1299;1322;1795;2218;1347;702;1790;3164;3058;2883;3526;5052;6199;5740;5610;8908;10967
31.12.2014;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15159;Köthen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15268;Weißenfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15355;Bördekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15367;Schönebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2014;16051;Erfurt, kreisfreie Stadt;3166;2709;3406;4014;2273;1494;5444;8766;8066;6658;6407;7195;7959;6854;6572;10425;8221;2994;2804;3378;3826;2049;1643;6552;8728;7293;6003;5853;7252;8041;7453;7412;12066;13243
31.12.2014;16052;Gera, kreisfreie Stadt;1137;1139;1408;1630;933;595;1709;3078;2882;2544;2603;3442;4150;3768;3838;5565;4883;1062;1016;1208;1616;899;505;1780;2849;2666;2289;2334;3270;4119;4161;4171;6697;8546
31.12.2014;16053;Jena, kreisfreie Stadt;1646;1435;1599;1904;1029;760;4480;6723;5170;3396;3114;3541;3390;3016;2948;5098;4267;1573;1502;1758;1824;929;913;4852;5528;4233;3197;2782;3113;3251;3170;3292;6187;6587
31.12.2014;16054;Suhl, kreisfreie Stadt;399;338;457;581;364;291;748;1097;1127;920;1016;1395;1564;1428;1559;2469;1962;370;326;443;515;329;202;646;835;759;771;913;1307;1623;1595;1874;3020;2965
31.12.2014;16055;Weimar, kreisfreie Stadt;951;907;1196;1369;753;508;1765;2580;2374;2064;1986;2261;2403;1904;1878;3085;2529;915;853;1045;1238;718;473;2157;2625;2304;1763;1747;2111;2350;2190;2121;3826;4528
31.12.2014;16056;Eisenach, kreisfreie Stadt;542;528;696;850;468;257;868;1455;1478;1168;1335;1666;1797;1589;1332;2259;2049;485;506;670;793;443;230;759;1304;1332;1137;1272;1470;1769;1573;1458;2893;3453
31.12.2014;16061;Eichsfeld, Landkreis;1377;1428;1809;2324;1354;757;2088;3234;3577;3239;3358;3901;4449;4173;3933;5292;4215;1386;1391;1777;2300;1237;669;1776;2969;3129;2866;2828;3626;4274;3977;3764;5754;6499
31.12.2014;16062;Nordhausen, Landkreis;1008;1005;1335;1769;1051;669;1810;2662;2731;2314;2637;3329;3860;3533;3167;4951;4132;989;957;1355;1516;1001;576;1740;2450;2276;2037;2406;3132;3709;3472;3264;5671;6541
31.12.2014;16063;Wartburgkreis;1646;1633;2030;2618;1453;885;2309;3893;4111;3801;4217;4882;5944;5724;5081;6771;5871;1516;1488;1850;2497;1408;753;1954;3307;3519;3347;3681;4639;5844;5346;5083;7566;9168
31.12.2014;16064;Unstrut-Hainich-Kreis;1330;1301;1779;2310;1335;778;2046;3163;3309;3035;3358;4179;4803;4370;4060;5435;4702;1258;1263;1708;2158;1257;718;1828;2651;2992;2662;2995;3941;4677;4416;4063;6217;7825
31.12.2014;16065;Kyffhäuserkreis;820;928;1237;1551;947;502;1459;2300;2260;2134;2420;3070;3579;3550;3263;4512;3700;791;816;1092;1470;859;471;1154;1848;1972;1833;2161;2899;3628;3515;3290;5128;5989
31.12.2014;16066;Schmalkalden-Meiningen, Landkreis;1541;1492;1867;2369;1387;876;2666;4046;4162;3602;4039;4848;5926;5491;5011;6890;6129;1460;1348;1827;2270;1311;726;2093;3200;3483;3086;3470;4711;5836;5391;5089;8035;9378
31.12.2014;16067;Gotha, Landkreis;1673;1696;2253;2896;1720;962;2593;4268;4389;4038;4476;5538;6194;5640;5193;7599;6069;1618;1637;2081;2750;1582;853;2149;3611;3901;3514;3945;5111;6152;5585;5399;8561;9735
31.12.2014;16068;Sömmerda, Landkreis;915;910;1245;1536;821;500;1224;1951;2294;2128;2493;2957;3308;3046;3079;3889;2838;797;879;1167;1402;758;407;1057;1816;2042;1941;2107;2698;3242;3141;3101;4149;4699
31.12.2014;16069;Hildburghausen, Landkreis;766;751;1038;1292;728;436;1232;2085;2342;1985;2114;2611;3098;2920;2683;3336;2806;773;754;938;1206;711;406;994;1774;1847;1724;1854;2406;3029;2797;2657;3699;4881
31.12.2014;16070;Ilm-Kreis;1382;1301;1789;2006;1257;769;2916;4189;3645;3141;3401;4273;4777;4289;4231;6228;4867;1260;1270;1649;2038;1142;650;1953;3057;3099;2677;2947;4062;4666;4322;4493;6985;8168
31.12.2014;16071;Weimarer Land, Landkreis;1052;1081;1462;1802;1030;537;1307;2205;2537;2520;2839;3313;3880;3611;3411;4495;3237;1069;1115;1428;1718;1022;567;1229;2067;2402;2299;2480;3172;3796;3613;3366;4718;5261
31.12.2014;16072;Sonneberg, Landkreis;633;561;774;1176;631;337;939;1558;1811;1650;1888;2199;2691;2484;2400;3218;2839;589;602;820;1004;571;314;847;1391;1501;1391;1673;2071;2626;2495;2374;3747;5004
31.12.2014;16073;Saalfeld-Rudolstadt, Landkreis;1265;1201;1555;2122;1215;670;1867;3232;3333;2931;3412;4229;5218;4759;4495;6392;5841;1171;1239;1527;1942;1150;568;1520;2642;2749;2601;3008;4079;4973;4705;4662;7423;9950
31.12.2014;16074;Saale-Holzland-Kreis;1076;1010;1350;1781;1036;626;1530;2404;2683;2454;2695;3470;3962;3661;3416;4819;3785;993;1066;1265;1692;944;554;1267;2173;2268;2202;2421;3192;3903;3607;3471;5373;5817
31.12.2014;16075;Saale-Orla-Kreis;946;993;1346;1672;1003;544;1451;2394;2564;2347;2651;3271;3942;3708;3456;4517;4028;988;958;1177;1626;1004;483;1221;2065;2162;2025;2379;3115;3836;3614;3484;5032;6885
31.12.2014;16076;Greiz, Landkreis;1094;1093;1593;1970;1244;703;1570;2634;2863;2740;3066;4103;4798;4635;4526;5941;5263;1070;1098;1406;1870;1087;606;1215;2198;2453;2342;2757;3895;4777;4624;4410;6833;8905
31.12.2014;16077;Altenburger Land, Landkreis;938;897;1230;1795;1043;565;1551;2487;2682;2482;3053;3626;4172;4006;3969;5867;5036;955;966;1283;1686;955;489;1254;2053;2162;2027;2598;3608;4011;3981;4232;6675;8371
_____
Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
_____
(C)opyright Statistisches Bundesamt, Wiesbaden 2015
Stand: 07.11.2015 / 11:43:30
