GENESIS-Tabelle: Temporär
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2014;08115;Böblingen, Landkreis;5349;5321;7341;9814;6450;4226;10607;11482;11779;11808;12906;16032;15701;12996;10118;17694;15279;5204;5103;6870;8999;6054;3874;9780;11246;12053;11642;12581;15666;15290;12930;11042;19816;21226
31.12.2014;08116;Esslingen, Landkreis;7053;7128;9828;13012;8527;5754;15446;16342;16382;16023;17758;22140;21883;17456;13870;24940;21606;6803;6600;9010;12338;8185;5507;14052;15186;16043;16016;17483;21949;21140;17684;15290;27668;30677
31.12.2014;08117;Göppingen, Landkreis;3130;3261;4376;6363;4375;2871;7702;7585;7511;7082;8099;10613;10928;8989;7338;12415;11036;3041;3067;4449;5996;4135;2714;6657;6784;7098;7018;8161;10420;10296;8922;7851;13774;16060
31.12.2014;08118;Ludwigsburg, Landkreis;7613;7536;9949;13411;8631;5769;14678;16628;17322;16981;18112;23096;21871;18033;14157;24730;21152;7216;7085;9598;12781;8166;5488;14381;16043;17080;16723;18039;22141;21255;17989;15576;27170;29977
31.12.2014;08119;Rems-Murr-Kreis;5373;5452;7753;10625;7135;4843;12204;12015;12173;11925;13779;18242;18346;14564;11716;19807;17576;5173;5150;7397;10305;6917;4441;10822;11158;11885;11965;13828;17852;17756;14630;12874;22509;25826
31.12.2014;08121;Heilbronn, kreisfreie Stadt;1794;1786;2391;2997;1917;1289;4113;4606;4091;3964;4134;4548;4484;3864;3083;5452;4954;1682;1581;2123;2658;1711;1198;3669;4004;4111;3723;3957;4326;4430;3914;3466;6234;7587
31.12.2014;08125;Heilbronn, Landkreis;4493;4276;6189;8804;6080;3926;10079;10107;10074;10119;11285;14728;14782;12026;9668;14794;12474;4188;4227;5882;8589;5670;3729;8668;9225;9737;9790;11110;14055;14172;11787;10204;16148;18165
31.12.2014;08126;Hohenlohekreis;1464;1499;2067;2947;2013;1347;3460;3681;3447;3096;3614;4668;4899;4038;3298;4729;4284;1346;1388;1962;2780;1786;1256;3222;3137;3035;3072;3635;4391;4605;4014;3355;4948;6333
31.12.2014;08127;Schwäbisch Hall, Landkreis;2618;2550;3569;5130;3486;2345;5935;6280;6221;5687;6256;8075;8239;7028;5909;8125;6998;2505;2430;3542;4738;3206;2236;5122;5561;5548;5237;5989;7665;7827;7159;6127;8754;10877
31.12.2014;08128;Main-Tauber-Kreis;1575;1525;2222;3331;2265;1504;3951;3867;3736;3476;3983;5472;5580;5064;4491;6462;5878;1476;1442;2203;3155;2158;1439;3356;3504;3445;3465;4182;5336;5633;4945;4431;6823;8924
31.12.2014;08135;Heidenheim, Landkreis;1647;1665;2374;3497;2322;1529;3998;3904;3868;3600;4008;5287;5512;4581;3904;6196;5958;1558;1550;2192;3119;2149;1369;3424;3417;3690;3445;4090;5075;5349;4681;3981;6933;9022
31.12.2014;08136;Ostalbkreis;4023;4101;5773;8273;5584;3901;9950;9612;9519;8950;10248;12892;12930;11208;9213;14220;12387;3841;3873;5643;7979;5421;3519;8708;8553;8855;8779;9971;12392;12658;11030;9599;15532;19068
31.12.2014;08211;Baden-Baden, kreisfreie Stadt;591;630;853;1067;736;562;1393;1355;1437;1377;1470;2067;2224;1777;1661;2966;2993;535;521;723;1126;730;501;1127;1338;1555;1512;1705;2296;2334;2075;1917;3629;4559
31.12.2014;08212;Karlsruhe, kreisfreie Stadt;4114;3730;4710;5984;3791;3255;14359;15173;12738;9654;9983;11999;11327;8972;7428;12613;11095;3675;3549;4708;5565;3531;2826;10992;12219;11711;9343;9399;11064;10902;9240;8293;14292;17817
31.12.2014;08215;Karlsruhe, Landkreis;5807;5599;7850;10771;7448;4975;12436;12680;12795;12252;14309;18948;19414;15814;13447;20739;17964;5474;5197;7381;9970;6927;4430;10951;11678;12540;12607;14268;18440;19047;15796;14300;22752;26309
31.12.2014;08216;Rastatt, Landkreis;2807;2772;3921;5704;3779;2607;6480;6512;6608;6229;7069;9689;10271;8793;7325;10723;9616;2572;2716;3773;5300;3610;2326;5621;5919;6393;6303;7347;9500;10016;8596;7566;11662;14562
31.12.2014;08221;Heidelberg, kreisfreie Stadt;2029;1948;2388;2760;1708;1945;7294;8014;7435;5337;4598;5438;4998;4180;3487;5779;4677;1896;1894;2381;2589;1644;2075;9126;9096;7300;5051;4498;5124;5108;4393;3913;6755;7857
31.12.2014;08222;Mannheim, kreisfreie Stadt;4321;3780;5130;6429;4034;3461;11630;12699;11589;9825;9813;12372;11690;9356;7540;13429;11417;3979;3553;4567;5809;3931;3154;11182;12288;11991;9791;9673;10919;10646;9362;8568;14995;16921
31.12.2014;08225;Neckar-Odenwald-Kreis;1622;1762;2457;3748;2560;1751;4371;4173;3871;3850;4384;6185;6551;5608;4708;6945;6028;1677;1630;2342;3474;2241;1550;3756;3687;3719;3716;4541;5766;6432;5556;4658;7304;9028
31.12.2014;08226;Rhein-Neckar-Kreis;7431;7174;9767;13212;8780;5806;14983;15172;15856;15100;17117;23802;23024;19173;15660;26785;22214;6948;6831;9157;12446;8191;5517;13871;15008;16126;15963;17723;23301;23248;19925;17171;29776;32471
31.12.2014;08231;Pforzheim, kreisfreie Stadt;1779;1686;2265;2905;1903;1314;4077;4437;4091;3684;3755;4430;4614;3938;3144;5068;4998;1628;1471;2053;2744;1791;1374;4135;4015;3869;3317;3572;4363;4498;4029;3632;6388;8324
31.12.2014;08235;Calw, Landkreis;1986;2022;2865;4169;2873;1852;4629;4530;4293;4244;4876;6323;6872;5740;4820;7312;6491;1821;1890;2670;3961;2658;1757;3936;3987;4066;4232;4829;6353;6769;5784;5020;7606;9530
31.12.2014;08236;Enzkreis;2446;2488;3508;5146;3665;2417;5869;5357;5335;5275;6173;8565;8740;7281;5775;9544;8047;2258;2334;3302;4911;3423;2062;4929;4954;5310;5302;6306;8709;8627;7220;6102;10400;11948
31.12.2014;08237;Freudenstadt, Landkreis;1458;1480;2169;3175;2137;1497;3587;3361;3337;3185;3700;4817;5130;4342;3596;5246;4734;1371;1426;1986;2967;1967;1330;3220;3091;3232;3105;3657;4836;5116;4327;3569;5599;7397
31.12.2014;08311;Freiburg im Breisgau, kreisfreie Stadt;3499;2921;3460;4578;3088;2328;9203;11062;9439;7211;6790;8113;7645;6253;5188;7730;6754;3189;2962;3833;4381;2750;2677;12721;11992;9421;7015;6739;7764;7664;6723;5815;9595;11700
31.12.2014;08315;Breisgau-Hochschwarzwald, Landkreis;3371;3528;4816;6704;4518;3140;7235;6933;6916;6812;7720;10770;10906;9029;7818;12591;10888;3188;3276;4586;6208;4185;2795;6678;6688;7119;6841;8197;11043;10951;9473;8546;13803;15477
31.12.2014;08316;Emmendingen, Landkreis;2077;2207;3113;4207;2827;1863;4554;4507;4556;4342;5031;7118;7057;5977;5079;7501;6387;2054;1981;2957;3848;2719;1756;4155;4179;4614;4567;5254;6897;7140;6074;5279;8350;9481
31.12.2014;08317;Ortenaukreis;5683;5546;7904;10970;7448;5024;12414;12881;11903;11444;13176;17776;18396;15523;13248;18639;17659;5298;5264;7662;10169;6777;4526;11084;11622;11872;11474;13245;17312;17688;15366;13626;20359;26661
31.12.2014;08325;Rottweil, Landkreis;1801;1832;2640;3545;2553;1653;4155;3919;3801;3698;4340;5832;6000;5136;4137;6471;5877;1674;1637;2487;3515;2445;1546;3507;3689;3755;3666;4301;5618;5854;4793;4160;7090;8785
31.12.2014;08326;Schwarzwald-Baar-Kreis;2747;2611;3616;4964;3584;2427;6411;6723;6243;5621;6113;8030;8638;7739;6254;10194;9605;2521;2589;3640;4873;3222;2224;5732;5973;5793;5572;6149;8155;8576;7555;6794;11102;14126
31.12.2014;08327;Tuttlingen, Landkreis;1960;1895;2711;3754;2527;1667;4157;4348;4234;4013;4382;5413;5664;4839;3976;5904;5686;1883;1813;2619;3530;2286;1490;3578;4000;3994;3959;4208;5329;5381;4780;4114;6349;8164
31.12.2014;08335;Konstanz, Landkreis;3582;3524;4877;6625;4420;3381;10176;9101;8276;7311;8150;11258;11341;9198;7560;13037;11738;3387;3418;4729;6499;4327;3267;10029;8816;8271;7721;8669;11566;11490;9636;8395;14668;17342
31.12.2014;08336;Lörrach, Landkreis;3055;3042;4186;5777;3946;2731;6504;6588;6622;6007;6968;9721;9866;8121;6508;10125;9346;2982;3016;4074;5474;3951;2421;5869;6432;6761;6556;7405;9775;10037;8219;6799;11232;13576
31.12.2014;08337;Waldshut, Landkreis;2294;2298;3247;4552;3095;1959;4876;4678;4711;4430;5011;6834;7104;6067;5099;7834;7207;2119;2177;3049;4179;2874;1818;4322;4617;4857;4519;5240;6764;6935;6160;5467;8418;10400
31.12.2014;08415;Reutlingen, Landkreis;3725;3626;5032;7298;4831;3343;8766;8527;8429;7832;9171;11901;11878;9721;8015;12673;11891;3558;3514;5056;6666;4575;3046;7974;8149;8118;7994;9235;11552;11719;10083;8500;14125;17508
31.12.2014;08416;Tübingen, Landkreis;2970;2914;3984;5442;3647;2787;8966;8914;7599;6304;6599;8552;8698;7287;5924;8541;7152;2869;2850;3928;5088;3417;2854;10446;8892;7444;6310;6829;8507;8771;7585;6232;9133;10920
31.12.2014;08417;Zollernalbkreis;2280;2298;3272;4769;3175;2274;5788;5690;5301;4979;5877;7826;8398;7074;5773;8869;8389;2168;2232;3219;4470;3037;1971;5194;4924;4945;4953;5947;7626;8145;6970;6109;9674;12744
31.12.2014;08421;Ulm, kreisfreie Stadt;1791;1699;2110;2628;1775;1304;4674;5139;4657;4118;4077;4585;4293;3488;3091;5345;4442;1634;1456;1936;2562;1645;1402;4770;5076;4711;3914;3792;4429;4189;3873;3348;5958;6803
31.12.2014;08425;Alb-Donau-Kreis;2669;2625;3886;5389;3616;2369;5990;5920;5747;5618;6385;8172;8175;6907;5599;8406;7312;2515;2516;3500;5036;3474;2220;5179;5229;5370;5445;6202;7940;7837;6633;5647;8779;10822
31.12.2014;08426;Biberach, Landkreis;2755;2796;3892;5201;3671;2292;5969;6099;5832;5624;6518;8354;8111;6824;5719;8247;7145;2671;2687;3647;5121;3555;2219;5265;5414;5689;5511;6381;7917;7828;6859;5605;8428;10592
31.12.2014;08435;Bodenseekreis;2668;2751;3643;5233;3632;2478;5996;5892;6187;6162;6626;8875;8688;7154;6116;11259;9368;2656;2557;3614;4872;3455;2364;5628;5900;6125;5784;6563;8841;8860;7526;6915;12241;12757
31.12.2014;08436;Ravensburg, Landkreis;3809;3769;5263;7519;5091;3546;9026;8991;8294;7993;9094;11714;11408;9482;7818;12698;10600;3606;3679;5052;7099;4918;3182;8189;8131;8180;7853;9225;11440;11303;9765;8155;13625;15822
31.12.2014;08437;Sigmaringen, Landkreis;1657;1710;2420;3449;2498;1627;4236;3997;3649;3477;3943;5426;5828;4801;3825;5750;5135;1600;1563;2284;3313;2435;1605;3677;3451;3498;3266;4090;5325;5584;4574;3982;6223;7818
31.12.2014;09161;Ingolstadt, kreisfreie Stadt;2027;1823;2424;2969;1926;1270;4122;5984;5580;4797;4530;5036;4951;4286;3499;5743;4961;1902;1721;2227;2824;1777;1238;3735;4917;5123;4259;4197;4814;4696;4184;3614;6337;7509
31.12.2014;09162;München, kreisfreie Stadt;23613;19411;23547;26574;16623;11912;43889;63936;66225;57691;53572;58690;49511;38724;31248;62822;46961;22368;18322;22289;25409;15301;11741;46868;68373;69539;55208;49830;54765;49903;41327;37925;72707;72760
31.12.2014;09163;Rosenheim, kreisfreie Stadt;834;846;1084;1437;916;648;1977;2375;2273;2100;1953;2490;2263;1807;1515;2984;2191;791;820;1077;1291;834;538;1816;2268;2160;1996;2027;2380;2332;1900;1885;3491;3590
31.12.2014;09171;Altötting, Landkreis;1363;1446;1953;2670;1825;1230;3130;3100;3216;2973;3496;4581;4721;3926;3341;5289;4505;1361;1247;1823;2615;1738;1110;2905;2797;3075;2917;3414;4391;4633;4056;3533;5995;7090
31.12.2014;09172;Berchtesgadener Land, Landkreis;1349;1210;1737;2298;1684;1111;3358;3397;3286;2880;3163;4211;4077;3356;2863;5640;4700;1226;1201;1558;2208;1518;1054;2927;3075;3012;2904;3108;4101;4243;3498;3268;6478;7277
31.12.2014;09173;Bad Tölz-Wolfratshausen, Landkreis;1707;1671;2416;3144;2116;1416;3529;3441;3471;3548;3956;5558;5249;4318;3446;6262;5246;1573;1533;2149;3103;1954;1307;3152;3338;3610;3659;4117;5562;5268;4297;3742;7006;7476
31.12.2014;09174;Dachau, Landkreis;2241;2104;2865;3792;2539;1702;4351;4407;4759;4913;5210;6811;6352;5000;3870;6646;5055;1941;2071;2742;3515;2266;1608;4067;4274;4907;4847;5124;6619;6197;4854;4156;7129;7345
31.12.2014;09175;Ebersberg, Landkreis;2092;2118;2986;3728;2483;1570;3725;3442;3885;4285;5009;6554;5822;4455;3243;6246;5197;1988;1958;2676;3495;2298;1440;3440;3481;4145;4453;4871;6266;5771;4285;3637;6894;6935
31.12.2014;09176;Eichstätt, Landkreis;1931;1873;2535;3558;2305;1546;4131;4270;4259;4299;4316;5621;5421;4699;3597;5206;4603;1852;1756;2410;3370;2216;1417;3943;3756;4004;3819;4248;5213;5211;4355;3548;5280;6621
31.12.2014;09177;Erding, Landkreis;1964;1946;2654;3675;2393;1544;4107;4043;4019;4448;4882;6476;6040;4691;3615;5287;4284;1784;1772;2501;3588;2322;1533;3614;3770;4220;4288;4876;6179;5735;4311;3614;5678;5986
31.12.2014;09178;Freising, Landkreis;2585;2497;3260;4490;2996;2091;5966;6260;6094;5930;6410;8064;7458;5864;4256;6812;5096;2427;2409;3182;4104;2782;1862;5511;5774;5934;5580;6016;7525;6894;5310;4328;7158;7432
31.12.2014;09179;Fürstenfeldbruck, Landkreis;3119;3150;4073;5239;3521;2302;5748;5568;5989;6546;7258;9265;8643;6690;5423;10997;8832;2900;2931;3789;5071;3130;2065;5289;5674;6426;6753;7290;9330;8727;7015;6273;13025;12227
31.12.2014;09180;Garmisch-Partenkirchen, Landkreis;1081;1054;1411;1971;1367;1008;2583;2387;2235;2150;2552;3603;3599;2773;2395;4990;4350;987;917;1299;1806;1244;856;2193;2217;2409;2351;2598;3810;3665;2999;2756;5935;6380
31.12.2014;09181;Landsberg am Lech, Landkreis;1532;1606;2318;3263;2305;1523;3349;3293;3276;3365;3882;5453;5219;4106;3196;5711;4321;1461;1504;2261;3110;2115;1348;2954;2849;3074;3297;4003;5505;5322;4011;3445;6010;6131
31.12.2014;09182;Miesbach, Landkreis;1262;1270;1790;2386;1604;1103;2772;2703;2668;2659;3144;4361;4096;3253;2533;5193;4246;1174;1271;1678;2252;1387;956;2503;2528;2728;2835;3235;4391;4256;3379;2864;6182;6111
31.12.2014;09183;Mühldorf am Inn, Landkreis;1549;1514;2078;2774;1991;1403;3487;3368;3384;3253;3698;4893;4828;4119;3300;5371;4261;1391;1374;1815;2731;1897;1245;3021;2999;2970;3217;3632;4597;4674;4033;3335;5691;6403
31.12.2014;09184;München, Landkreis;4954;5330;7219;8765;5224;3529;9476;9103;9920;10723;11826;15498;13319;10218;8083;16936;13705;4747;4786;6733;8056;4994;3048;8082;8978;10319;11299;12318;14903;13171;10275;9015;19626;18622
31.12.2014;09185;Neuburg-Schrobenhausen, Landkreis;1325;1354;1766;2469;1672;1138;2985;2859;2987;3140;3216;4096;4098;3419;2735;4262;3364;1352;1203;1715;2344;1610;974;2617;2622;2940;2780;3053;3740;3956;3353;2720;4442;5199
31.12.2014;09186;Pfaffenhofen an der Ilm, Landkreis;1781;1706;2269;3121;2114;1440;3856;4087;4154;4040;4159;5621;5574;4516;3550;5278;4262;1697;1627;2160;3008;1952;1325;3261;3463;3927;3730;4028;5183;5209;4307;3525;5577;6087
31.12.2014;09187;Rosenheim, Landkreis;3420;3387;4735;6639;4611;3002;7776;7281;7287;6937;8223;11163;10735;8813;7183;12991;9962;3331;3232;4341;6317;4156;2763;6802;6616;6993;7252;8352;11204;10924;9005;7791;14255;14371
31.12.2014;09188;Starnberg, Landkreis;1685;1784;2706;3615;2280;1372;3369;3116;3134;3343;4183;6071;5594;4266;3511;7486;5971;1656;1820;2582;3482;2139;1374;3177;2928;3314;3951;4770;6262;5737;4697;3937;8574;7987
31.12.2014;09189;Traunstein, Landkreis;2161;2176;3012;4178;2914;2035;5180;5034;4959;4643;5365;7029;7391;6061;5117;9113;7854;2089;2053;3050;4028;2828;1864;4695;4542;4661;4769;5408;7116;7420;6228;5469;10231;11305
31.12.2014;09190;Weilheim-Schongau, Landkreis;1788;1805;2491;3457;2385;1577;3819;3663;3727;3634;4010;5710;5730;4756;3938;6705;5526;1702;1712;2297;3343;2204;1433;3462;3297;3644;3626;4309;5826;5788;4658;3944;7322;7902
31.12.2014;09261;Landshut, kreisfreie Stadt;875;892;1140;1387;915;656;2196;2466;2420;2273;2292;2680;2494;2026;1861;3117;2728;864;851;1012;1371;840;683;2211;2508;2280;2181;2194;2653;2556;2320;2114;3833;4620
31.12.2014;09262;Passau, kreisfreie Stadt;560;508;664;909;634;560;2134;2186;1724;1440;1440;1625;1744;1557;1336;2503;2005;566;479;651;913;648;673;2876;2258;1572;1217;1281;1754;1843;1692;1621;2915;3464
31.12.2014;09263;Straubing, kreisfreie Stadt;575;497;728;954;604;453;1413;1752;1839;1556;1601;1910;1999;1619;1398;2245;1808;493;506;682;871;601;444;1386;1604;1411;1195;1316;1668;1908;1708;1574;2542;3167
31.12.2014;09271;Deggendorf, Landkreis;1482;1448;1923;2937;1996;1333;3823;3446;3564;3427;3879;4995;5118;4358;3746;5454;4376;1383;1303;1875;2737;1841;1218;3459;3327;3425;3271;3829;4711;5134;4423;3820;5892;6746
31.12.2014;09272;Freyung-Grafenau, Landkreis;931;858;1299;1963;1419;977;2439;2145;2168;2071;2593;3299;3525;3273;2796;3943;3026;833;834;1166;1815;1333;873;2193;2023;2025;2024;2600;3201;3594;3125;2722;3892;4949
31.12.2014;09273;Kelheim, Landkreis;1624;1600;2295;3051;2042;1488;3888;3700;3705;3597;4141;5171;5203;4364;3441;5165;4151;1561;1495;2106;2988;1895;1306;3314;3265;3488;3579;3883;4824;4831;4122;3532;5318;6362
31.12.2014;09274;Landshut, Landkreis;2064;2138;2989;4038;2728;1892;4826;4549;4651;4732;5491;7101;6938;5742;4532;7007;5222;1940;2012;2805;3885;2616;1684;3985;3935;4278;4561;5297;6608;6613;5443;4625;7090;7802
31.12.2014;09275;Passau, Landkreis;2283;2231;3185;4690;3207;2146;5608;5107;5417;5285;6294;7985;8084;7287;6087;9496;7424;2176;2193;2968;4357;3013;2003;5029;4933;5156;5153;6151;7675;8244;7147;6388;10185;11697
31.12.2014;09276;Regen, Landkreis;903;913;1251;1878;1229;849;2351;2361;2257;2050;2483;3168;3343;3138;2723;3877;3084;809;778;1192;1744;1136;798;2017;2036;1989;2097;2405;3130;3370;3051;2736;4000;5119
31.12.2014;09277;Rottal-Inn, Landkreis;1498;1528;2097;2982;2100;1468;3664;3515;3506;3353;3970;5002;5143;4486;3660;5728;4981;1448;1394;2016;2859;1976;1354;3219;3163;3414;3210;3722;4814;5077;4427;3638;6213;7539
31.12.2014;09278;Straubing-Bogen, Landkreis;1285;1288;1808;2685;1809;1101;3081;2884;2838;2925;3515;4427;4467;3787;3120;4514;3502;1184;1238;1822;2444;1688;1048;2679;2478;2720;2842;3512;4192;4236;3638;3102;4636;5472
31.12.2014;09279;Dingolfing-Landau, Landkreis;1245;1149;1677;2367;1588;1164;3346;3518;3097;2965;3269;3970;4224;3636;2902;4190;3519;1079;1104;1563;2311;1426;945;2722;2602;2731;2555;3036;3754;4039;3524;2740;4371;5122
31.12.2014;09361;Amberg, kreisfreie Stadt;452;492;683;867;602;432;1286;1440;1454;1279;1243;1645;1724;1544;1328;1984;1907;487;461;640;916;596;400;1115;1281;1203;1084;1229;1672;1708;1491;1444;2277;3169
31.12.2014;09362;Regensburg, kreisfreie Stadt;1988;1679;2220;2612;1700;1224;5404;7169;6597;4936;4741;5409;4786;3921;3219;5600;4825;1925;1740;2115;2581;1589;1482;6750;7685;6021;4548;4503;5204;5145;4341;3850;6673;8110
31.12.2014;09363;Weiden in der Oberpfalz, kreisfreie Stadt;531;424;644;942;676;463;1307;1415;1266;1105;1200;1637;1672;1434;1212;2099;1856;457;480;638;885;612;442;1165;1302;1331;1186;1407;1740;1827;1536;1368;2384;3174
31.12.2014;09371;Amberg-Sulzbach, Landkreis;1159;1221;1841;2585;1893;1256;3173;3067;2807;2813;3371;4446;4900;4206;3506;4645;4398;1130;1184;1576;2503;1754;1216;2802;2768;2763;2754;3273;4391;4692;4023;3313;4926;6690
31.12.2014;09372;Cham, Landkreis;1582;1478;2121;3004;2189;1457;3894;3880;3799;3538;4263;5405;5694;4980;4409;6029;5017;1514;1490;2065;2941;1969;1405;3415;3566;3536;3507;4142;5041;5480;4790;4167;6209;7868
31.12.2014;09373;Neumarkt in der Oberpfalz, Landkreis;1690;1747;2355;3340;2410;1616;4281;3973;3977;3772;4377;5927;5932;4911;4066;5654;4693;1632;1639;2225;3225;2213;1515;3745;3498;3730;3616;4301;5532;5652;4745;3903;5834;7249
31.12.2014;09374;Neustadt an der Waldnaab, Landkreis;1123;1176;1645;2415;1739;1156;3007;2747;2739;2643;3018;4153;4442;3823;3239;4349;3825;1081;1070;1582;2352;1684;1047;2654;2596;2679;2569;3096;4164;4218;3573;3138;4530;5912
31.12.2014;09375;Regensburg, Landkreis;2621;2605;3572;4798;3304;2135;5534;5382;5497;5681;6645;8424;8543;7149;6005;8818;6533;2448;2360;3301;4581;3169;2000;5042;4880;5515;5748;6553;8246;8309;7128;6003;9015;9661
31.12.2014;09376;Schwandorf, Landkreis;1706;1783;2412;3592;2492;1655;4543;4477;4287;4427;4970;6218;6661;5568;4784;6563;5704;1697;1624;2312;3373;2342;1507;4092;3972;4096;3997;4766;5865;6295;5210;4611;6945;9068
31.12.2014;09377;Tirschenreuth, Landkreis;874;839;1191;1704;1280;868;2287;2134;1960;1902;2376;3154;3350;2893;2570;3658;3246;811;838;1105;1640;1205;816;1969;1795;1907;1947;2286;3004;3269;2845;2429;3839;5259
31.12.2014;09461;Bamberg, kreisfreie Stadt;942;836;1038;1367;910;678;2588;3271;2653;2105;2130;2751;2753;2183;1731;3138;2870;874;793;1088;1301;837;771;3401;3620;2496;2092;2147;2618;2803;2449;2038;3798;4882
31.12.2014;09462;Bayreuth, kreisfreie Stadt;764;663;1014;1394;864;918;3904;3095;2287;1967;1986;2557;2485;2094;1985;3521;2869;736;710;985;1212;846;950;3934;3010;2202;1833;1993;2424;2554;2495;2344;4075;4931
31.12.2014;09463;Coburg, kreisfreie Stadt;457;473;655;852;581;448;1289;1597;1330;1045;1174;1607;1697;1421;1188;2067;1862;452;444;606;798;547;396;1344;1377;1204;1002;1234;1650;1732;1629;1296;2379;3229
31.12.2014;09464;Hof, kreisfreie Stadt;570;515;644;979;671;446;1232;1324;1270;1212;1374;1721;1793;1522;1291;2391;2046;519;479;654;891;636;422;1289;1430;1286;1105;1311;1752;1790;1653;1629;2830;3648
31.12.2014;09471;Bamberg, Landkreis;1925;1899;2696;3720;2646;1642;4638;4385;4308;4243;4973;6531;6820;5649;4627;6399;5128;1834;1834;2499;3591;2434;1484;3941;4100;4296;4260;4927;6467;6542;5443;4458;6458;7898
31.12.2014;09472;Bayreuth, Landkreis;1292;1348;1811;2604;1754;1171;2956;2693;2943;2730;3493;4696;4827;4125;3561;5272;4307;1175;1236;1739;2510;1689;1093;2613;2590;2855;2832;3654;4532;4621;3979;3416;5531;6967
31.12.2014;09473;Coburg, Landkreis;1057;999;1394;2111;1452;951;2465;2400;2332;2237;2695;3802;3982;3528;2863;4470;4003;939;933;1340;1964;1334;877;2094;2220;2329;2314;2794;3730;3959;3352;3026;4704;6065
31.12.2014;09474;Forchheim, Landkreis;1474;1448;1995;2852;1966;1319;3372;3268;3349;3350;3531;4974;5521;4638;3610;5250;4395;1491;1441;2044;2812;1860;1200;3127;3059;3260;3200;3757;4978;5242;4287;3646;5571;6613
31.12.2014;09475;Hof, Landkreis;995;1033;1525;2226;1563;1019;2607;2346;2279;2278;2926;4144;4456;3852;3329;5302;5031;963;978;1434;2149;1516;925;2327;2113;2341;2357;3211;4040;4269;3791;3380;5914;7989
31.12.2014;09476;Kronach, Landkreis;697;711;971;1551;1071;641;1869;1739;1844;1860;2277;3036;3261;2822;2393;3472;3196;633;753;944;1510;1000;637;1618;1593;1694;1764;2266;2933;3107;2732;2393;3741;5269
31.12.2014;09477;Kulmbach, Landkreis;722;789;1208;1713;1254;765;2023;1812;1799;1961;2328;3242;3393;2909;2542;3726;3248;720;797;1117;1600;1097;707;1623;1719;1874;1947;2437;3204;3167;2945;2565;4103;5485
31.12.2014;09478;Lichtenfels, Landkreis;792;815;1063;1513;1056;730;2015;1829;1832;1819;2138;2858;3141;2648;2225;3307;2909;799;750;1045;1436;1055;677;1768;1740;1779;1830;2188;2779;2921;2645;2269;3493;4676
31.12.2014;09479;Wunsiedel im Fichtelgebirge, Landkreis;760;764;1027;1599;1116;688;1951;1852;1824;1733;2159;3048;3401;2972;2566;4248;3734;645;736;1049;1537;1062;705;1714;1620;1755;1746;2237;3030;3263;2922;2733;4723;6484
31.12.2014;09561;Ansbach, kreisfreie Stadt;527;519;695;854;584;408;1202;1248;1348;1139;1171;1650;1679;1415;1122;1805;1657;489;470;641;876;591;432;1371;1314;1240;1185;1246;1557;1640;1456;1268;2328;2883
31.12.2014;09562;Erlangen, kreisfreie Stadt;1511;1254;1637;2369;1451;1124;4363;5201;4753;3571;3321;3877;3825;3285;2571;4274;3952;1494;1346;1757;2157;1417;1074;4355;4795;4079;3237;3266;4078;3857;3022;2760;5075;6315
31.12.2014;09563;Fürth, kreisfreie Stadt;1843;1587;1938;2811;1880;1255;3704;4034;4273;4193;4062;5337;5184;4285;3293;5326;4085;1700;1509;1974;2442;1666;1181;3488;4458;4733;4394;4285;5115;4978;4110;3466;6129;6801
31.12.2014;09564;Nürnberg, kreisfreie Stadt;7260;6532;8428;10632;6668;4834;16205;19209;19195;16460;16361;20545;18710;15080;12604;23387;19730;6908;6202;8035;9494;5874;4518;16791;19698;19666;17127;16538;18416;18114;16763;15554;27577;31957
